1,21 - 1, Mixed Cocktail, Tall Highball, Lime Wheel, Mother`s Day, 1 1/4 oz. Rum, 1 oz. Lime juice, 1 oz. Simple Syrup, Dash Grenadine, In Shaker, mix ingredients, pour over ice,
2,21 - 2, Mixed Cocktail, Collins, Orange Slice & Lime Wheel, Green, 1 1/4 oz. Coconut Rum, 3/4 oz. Melon Liqueur, 2 oz. Orange juice, 2 oz. Pineapple juice, Pour Over 1 oz. Soda, In Shaker, mix ingredients, pour over ice
3,21 - 3, Mixed Cocktail, Highball Glass, Pineapple, Any, 1 1/2 oz. Early Times, 1 oz. Apricot Brandy, 2 oz. Pineapple juice, Club Soda, Shake ingredients with ice; pour into highball glass; stir in club soda,,,
4,57 T - Birds (California Plates), Mixed Cocktail, Collins, None, Any, 1 1/4 oz. Scotch, 1 oz. Coffee Liqueur, 3 oz. Half & Half, In Shaker, mix ingredients, pour over ice,,
5,57 T - Birds (Cape Cod Plates), Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz.Amaretto, 1/2 oz. Vodka 1/2 oz. Cranberry juice, In Shaker, mix ingredients with ice and strain into glass,,,
6,57 T - Birds (Florida Plates), Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz.Amaretto, 1/2 oz. Vodka 1/2 oz. Grapefruit juice, In Shaker, mix ingredients with ice and strain into glass,,,
7,57 T - Bird, Mixed Cocktail, Rocks Glass, None, Any, 1/2 oz. Southern Comfort, 1/2 oz. Grand Marnier, 1/2 oz. Amaretto Di Saronno, splash Pineapple juice, Fill shaker half full with ice, add ingredients; stir; strain into rocks glass,,
8,77 Sunset Strip - 1, Martini, Chilled Cocktail, 3 Speared Cocktail Onions, Father`s Day, 2 oz. Gin or Vodka, Dash Dry Vermouth, In Shaker, mix ingredients with ice and strain into glass,,,,
9,77 Sunset Strip - 2, Shooter, Chilled Rocks, None, Any, 1/2 oz. Orange Brandy Liqueur, 1/2 oz. Amaretto, 1/2 oz. Vodka, 1/2 oz. Pineapple juice, In Shaker, mix ingredients with ice and strain into glass,,
10,77 Sunset Strip - 3, Shooter, Cordial, None, 4th of July, 1/2 oz. Creme de Noya, 1/2 oz. White Creme de Menthe, 1/2 oz. Blue Curacao, Pour Liqueurs in the order they are listed,,,,
11,7th - Inning Stretch, Mixed Cocktail, Cocktail Glass, None, Any, 1 part Jack Daniel`s, 2 parts Orange juice, 2 parts 7-Up, Mix ingredients and pour into cocktail glass,,,,
12,Adam`s Apple - 1, Highball, Tall Rocks, None, Any, 1 1/2 oz. Galliano, 3/4 oz. White Creme de Menthe, Pour ingredients as listed over ice,,,,,
13,Adam`s Apple - 2, Martini, Chilled Cocktail, Lemon Twist, Any, 1 oz. Harvey`s Bristol Cream, 1 oz. Dubonnet, In Shaker, mix ingredients with ice and strain into glass,,,,
14,Adam`s Apple - 3, Mixed Cocktail, Rocks Glass, None, Any, 1 1/4 oz. Finlandia Vodka, Pour Finlandia vodka over ice, fill with apple cider, stir,,,,
15,Adios Mother - 1, Frozen Drink, Tall Specialty, Lime Wheel, Cinco de Mayo, 1 1/4 oz. Gold Tequila, 1/2 oz. Triple Sec, 1 1/2 oz. Margarita Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
16,Adios Mother - 2, Highball, Tall Highball, None, Any, 3/4 oz. Irish Cream, 3/4 oz. Amaretto, 1 oz. Half & Half, In Shaker, mix ingredients, pour over ice,,
661,Orange Bon Bon, Ice Cream Drink, Tall Specialty, Orange Slice, Orange, 1 oz. Vodka, 1 oz. White Creme de Cacao, 1 oz. Orange juice, 2 Scoops Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,,
662,Orange Brandy Fizz, Highball, Tall Highball, Orange Slice, Any, 1 1/4 oz. Orange Brandy Liqueur, Top with Soda, Pour ingredients as listed over ice,,,,,,,,,
663,Orange Buck, Mixed Cocktail, Collins, Lime Squeeze & Orange Slice, Orange, 1 1/4 oz. Gin, 1 oz. Orange juice, Fill with Ginger Ale, Pour ingredients as listed over ice,,,,,,,,
664,Orange Freeze, Ice Cream Drink, Tall Specialty, Aerosol Whipping Cream & Cherry, Orange, 1 1/4 oz.Vodka, 3 oz. Orange juice, 2 Scoops Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,,,,
665,Orange Jack, Frozen Drink, Cocktail Glass, 2 orange slices, Any, 1 oz. Jack Daniel`s, 1 oz. B & B, 2 scoops Orange Sherbet, 2 oz. Orange juice, 1/2 c Crushed Ice, Blend ingredients for 60 seconds,,,,,,
666,Orange Lollipop, Mixed Cocktail, Collins, Orange Slice & Cherry, Any, 3/4 oz. Creme de Noya, 1/2 oz. Bourbon, 3 oz. Orange juice, 1 oz. Pineapple juice, In Shaker, mix ingredients, pour over ice,,,,,
667,Orange Wine Cooler, Wine Drink, Tall Specialty, Lime Wheel, Any, 5 oz. Chablis, 1/2 oz. Orange juice, Fill with Lemon-Lime Soda, Pour ingredients as listed over ice,,,,,,,,
668,Orangeade, Mixed Cocktail, Collins, Orange Slice, Orange, 1 1/4 oz. Vodka, 3/4 oz. Simple Syrup, 2 oz. Orange juice, Fill with Equal Parts Soda & Lemon-Lime Soda, NOTE: For VIRGIN ORANGEADE, delete Vodka, Pour ingredients as listed over crushed Ice,,,,,
669,Orange-grapefruit Wine Cooler, Wine Drink, Tall Specialty, Lime Wheel, Any, 5 oz. Chablis, 1/2 oz. Orange juice, 1/2 oz. Grapefruit juice, Fill with Lemon-Lime Soda, Pour ingredients as listed over ice,,,,,,,
670,Orgasm, Shooter, Chilled Rocks, None, Any, 1/2 oz. Irish Cream, 1/2 oz. Amaretto, 1/2 oz. Coffee Liqueur, In Shaker, mix ingredients with ice and strain into glass,,,,,,,
671,Oriental, Mixed Cocktail, Highball Glass, None, Any, 1 oz. Early Times, 1/2 oz. Noilly Prat Sweet Vermouth, 1/2 oz. Triple Sec, 1/2 oz. Lime juice, Mix ingredients as listed,,,,,,,
672,Original Tennessee Toddy, Mixed Cocktail, Short Glass, None, Any, 2 oz. Jack Daniel`s, 2 oz. Water, 1 tsp Sugar, 1 Ice Cube, Combine ingredients in a 10 oz. bar glass; stir with a spoon,,,,,,,
673,Orlando Quencher, Mixed Cocktail, Collins, Lime Squeeze & Lemon Squeeze, Any, 1 1/4 oz. Golden Rum, 1/2 oz. Lime juice, 1/2 oz. Simple Syrup, 1 oz. Orange juice, Top with Lemon-Lime Soda, In Shaker, mix ingredients, pour over ice
674,Oscar Cappuccino, Cappuccino, Footed Glass Mug, Heavy Whipping Cream, Shaved Chocolate & Cookie, Any, 1/2 oz. Coffee Liqueur, 1/2 oz. Amaretto, 3 oz. Milk, 1 Espresso Shot, Steam milk and liquor together in mug until foamy, Brew 1 Shot of Espresso, Pour Shot of Espresso into center of steamed milk/liquor mixture
675,Oscar-tini (Red), Martini, Martini, Lemon or lime twist, Any, 2 oz. SKYY VODKA, 1 oz. Campari Liquor, 1/2 oz. lime juice, 1 teaspoon sugar, 1 oz. cranberry juice, Serve chilled, straight up in a martini glass. Shaken, not stirred
676,Out To Sea, Mixed Cocktail, Tall Glass, None, Any, 1 oz. Southern Comfort, 1 oz. Peach Schnapps, 2 oz. Cranberry juice, Mix ingredients as listed,,,,
677,Oz. Ark Mountain Punch, Mixed Cocktail, Tall Glass, None, Any, 1/2 oz. Finlandia Vodka, 1/2 oz. Jack Daniel`s, 1/2 oz. Pepe Lopez Tequila, 1/2 oz. Gin, dash Orgeat, Orange juice, Bacardi 151 Proof Rum, Top with 151 proof rum
678,P.s. I Love You, Highball, Tall Highball, None, Valentine`s Day, 1/2 oz. Irish Cream, 1/2 oz. Amaretto, 1/2 oz. Coffee Liqueur, 1/2 oz. Rum, 1/2 oz. Half & Half, Pour ingredients as listed over ice,,
679,Panama Red, Mixed Cocktail, Highball Glass, None, Any, 1 1/4 oz. Pepe Lopez Tequila, 3/4 oz. Triple Sec, 1/4 oz. Sour Mix, 1/4 oz. Grenadine, Mix ingredients as listed,,,
680,Panther, Mixed Cocktail, Short Glass, None, Any, 1 1/2 oz. Pepe Lopez Tequila, 1/2 oz. Sour Mix, Mix ingredients as listed,,,,,
681,Parisian Manhattan, Mixed Cocktail, Cocktail Glass, Cherry, Any, 1 1/2 oz. Canadian Mist, 1/2 oz. Noilly Prat Sweet Vermouth, Maraschino Cherries, several dashes Amer Picon, Mix all ingredients with cracked ice in a shaker or blender; strain into a chill cocktail glass,,,
682,Patio Punch, Punch, Punch Bowl, None, Any, 750ml bottle Southern Comfort, 16 oz. Grapefruit juice, 8 oz. fresh Lime juice, 2 liter bottle Ginger Ale, Mix ingredients and add ice; serve from punch bowl or pitchers; (first 3 ingredients can be mixed in advance and refrigerated; add ginger ale or lemon,,,
683,Pavlova, Highball, Tall Highball, None, Any, 1 1/2 oz. Vodka, 3/4 oz. White Creme de Cacao, 1 oz. Half & Half, Pour ingredients as listed over ice,,,,
684,Peach A La Mode, Ice Cream Drink, Tall Specialty, None, Any, 1 1/4 oz. Peach Schnapps, 1 Scoop Vanilla Ice Cream, 1 oz. Half & Half, 1/2 Scoop Crushed Ice, Pour into 4 oz. Lemon-Lime Soda, Combine ingredients in blender, blend until smooth,
685,Peach Almond Shake, Ice Cream Drink, Tall Specialty, Peach Slice, Any, 2 oz. Peach Slices with Syrup, 1 oz. Peach Schnapps, 1 oz. Amaretto, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
686,Peach Apple Cobbler, Hot Drink, Footed Glass Mug, Preheated, Heavy Whipping Cream, Any, 1 1/4 oz. Peach Schnapps, Fill with Hot Apple Cider, Pour ingredients as listed into preheated mug,,,,
687,Peach Crush, Mixed Cocktail, Collins, Orange Slice & Cherry, Mother`s Day, 1 1/4 oz. Peach Schnapps, 2 oz. Sweet & Sour Mix, 2 oz. Cranberry juice, In Shaker, mix ingredients, pour over ice,,
688,Peach Daiquiri, Frozen Drink, Tall Specialty, Peach Slice, Orange, 2 oz. Peach Slices with Syrup, 1 1/4 oz. Rum, 3/4 oz. Lime juice, 1/2 oz. Peach Schnapps, 1 Tbs. Bar Sugar, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
689,Peach Dream, Frozen Drink, Tall Glass, Orange wheel, Any, 2 oz. Korbel Spiced Brandy, 1/2 oz. White Creme de Cacao, 1/2 oz. Green Creme de Menthe, 3 oz. Whipping Cream, 1 c Crushed Ice, Combine all ingredients in a blender until smooth, serve in a 16 oz. glass,,
690,Peach Fuzz, Mixed Cocktail, Short Glass, None, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Peach Schnapps, 1/2 oz. Bailey`s Irish Cream, Mix and serve,,,,,
691,Peach Fuzzy - 1, Mixed Cocktail, Tall Specialty, Peach Slice, Mother`s Day, 2 oz. Peach Slices with Syrup, 1 oz. Vodka, 1 oz. Peach Schnapps, 1 oz. Sweet & Sour Mix, Dash Grenadine, 1 Scoop Crushed Ice, In Shaker, mix ingredients, pour over ice
692,Peach Fuzzy - 2, Shooter,  Chilled Rocks, None, Any, 1 oz. Peach Schnapps, 1/2 oz. Vodka, 1/4 oz. Sweet & Sour Mix, 1/4 oz. Orange juice, Dash Cranberry juice, In Shaker, mix ingredients with ice and strain into glass,,
693,Peach Nectar, Mixed Cocktail, Short Glass, None, Any, 1 oz. Southern Comfort, 1 oz. Peach Schnapps, 1 oz. Half `n` Half, 1 Tbsp Lemon juice, Mix ingredients as listed,,,,
694,Peach Pina Colada, Frozen Drink, Tall Specialty, Pineapple Wedge & Cherry, Any, 2 oz. Peach Slices with Syrup, 1 1/4 oz. Rum, 3 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
695,Peach Slush, Frozen Drink, Stemmed Glass, None, Any, 1 1/2 oz. Jack Daniel`s, 1/2 ripe Peach, 1 1/2 tsp Sugar, squirt Lemon juice, Combine all ingredients, and crushed ice in a blender until slushy; serve in a stemmed glass,,,
696,Peach Southern Comfort Cooler, Mixed Cocktail, Short Glass, None, Any, 1 oz. Southern Comfort, 1 oz. Peach Schnapps, Club Soda, Mix ingredients as listed,,,,,
697,Peaches And Cream, Ice Cream Drink, Tall Specialty, Peach Slice, Any, 2 oz. Peach Slices with Syrup, 1 oz. Vodka, 1 oz. Peach Schnapps, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
698,Peachy Keen, Ice Cream Drink, Tall Specialty, Peach Slice, Any, 1 oz. Rum, 1 oz. Peach Schnapps, 1/2 oz. Orange juice, 1 oz. Peach Slices with Syrup, 1 tsp. Bar Sugar, 1 Scoop Vanilla Ice Cream, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
699,Pearl Harbor, Mixed Cocktail, Short Glass, None, Any, 1/3 oz. Jack Daniel`s, 1/3 oz. Cuervo, 1/3 oz. Peppermint Schnapps, Bacardi 151 Proof Rum, Float,,,,
700,Pentathlon Pace, Smoothie, Collins, None, Any, 1 1/2 oz. Plain Yogurt, 1 Peaches in syrup, 21/2 oz. Apple Cider, 3/4 oz. Honey, 1 Scoop Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
701,Pepper Eater, Mixed Cocktail, Collins, Lime Squeeze, Cinco de Mayo, 1 1/4 oz. Tequila, 1 oz. Triple Sec, 2 oz. Orange juice, Float 1 oz. Cranberry juice, Pour ingredients as listed over ice,,,,
702,Pepper Jack, Mixed Cocktail, Short Glass, None, Any, 4 parts Jack Daniel`s, 1 part Peppermint Schnapps, 1 part Coffee Liqueur (Kahlua), Mix ingredients as listed,,,,,
703,Peppered Mary, Mixed Cocktail, Collins, Lime Squeeze & Celery, Brunch, 1 1/4 oz. Peppered Vodka, 4 oz. Bloody Mary Mix, Pour ingredients as listed over ice,,,,,,
704,Perfect 10, Smoothie, Collins, Orange Slice, Any, 1 oz. Plain Yogurt, 1 Pineapple Ring, 1 oz. Sliced Peaches with Syrup, 1 1/2 oz. Orange juice, 1/2 oz. Honey, 1/2 tsp. Chopped Pecans, 1 Scoop Orange Sh, Combine ingredients in blender, blend until smooth
705,Perfect Cocktail, Highball, Tall Rocks, Speared Olives or Lemon Twist, Any, Dash Orange Bitters, 1 1/2 oz. Gin, 1/2 oz. Sweet Vermouth, 1/2 oz. Dry Vermouth, Pour ingredients as listed over ice,,,
706,Perfect Gentleman Manhattan, Mixed Cocktail, Stemmed Glass, None, Any, 2 oz. Gentleman Jack, 1/2 oz. Noilly Prat Dry Vermouth, 1/2 oz. Noilly Prat Sweet Vermouth, dash Bitters, Mix ingredients as listed,,,
707,Perfect John, Mixed Cocktail, Collins, 2 Lime Squeezes & Orange Slice, Any, 1 1/4 oz. Vodka, 1 oz. Triple Sec, 3 oz. Orange juice, Pour ingredients as listed over ice,,,,
708,Perfect Manhattan, Mixed Cocktail, Stemmed Glass, Cherry, Any, 2 oz. Early Times, 1/4 oz. Noilly Prat Dry Vermouth, 1/4 oz. Noilly Prat Sweet Vermouth, Cherry, Mix ingredients as listed,,,
709,Phoenix, Mixed Cocktail, Sour Glass, None, Any, 1 oz. Early Times, 1/2 oz. Creme de Banana, 1/2 oz. Triple Sec, 1 oz. Fresh Cream, Blend ingredients with cracked ice; strain into sour glass,,,
710,Pimm`s Cup, Highball, Tall Specialty, Cucumber Stick (with peel on) & Lemon Wedge, Any, 1 1/4 oz. Pimm`s Cup, 2 oz. Lemon-Lime Soda, Fill with Soda, Pour ingredients as listed over ice,,,,
711,Pina Colada - 1, Frozen Drink, Tall Specialty, Pineapple Wedge & Cherry, Any, 1 1/4 oz. Rum, 5 oz. Pina Colada Mix, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,,
712,Pina Colada - 2, Mixed Cocktail, Collins, Pineapple Wedge & Cherry, Any, 1 1/4 oz. Rum, 4 oz. Pina Colada Mix, In Shaker, mix ingredients, pour over ice,,,
713,Pineapple Bomb, Mixed Cocktail, Short Glass, None, Any, 1 oz. Southern Comfort, 1/2 oz. Amaretto, 2 oz. Pineapple juice, Mix ingredients as listed,,,,
714,Pineapple Champ, Mixed Cocktail, Tall Specialty, Pineapple Wedge & Cherry, Any, 1 1/2 oz. Pineapple juice, 2 oz. Champagne, 2 oz. Chablis, 1/2 oz. Simple Syrup, Pour ingredients as listed over ice,,,
715,Pineapple Daiquiri, Frozen Drink, Tall Specialty, Pineapple Wedge & Cherry, Luau, 2 Pineapple Rings, 1 1/4 oz. Rum, 3/4 oz. Lime juice, 1/2 oz. Pineapple Syrup, 1 Tbs. Bar Sugar, 1 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
716,Pineapple Halo, Ice Cream Drink, Tall Specialty, Pineapple Wedge & Orange Slice, Any, 3 Pineapple Rings, 1 oz. Vodka, 1 oz. Galliano, 2 Scoops Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
717,Pineapple Plantation, Mixed Cocktail, Collins, Pineapple Wedge & Cherry, Any, 1 1/4 oz. Amaretto, 1 oz. Bourbon, 3 oz. Pineapple juice, Top with Sweet & Sour Mix, Pour ingredients as listed over ice,,,
718,Pink Almond, Mixed Cocktail, Tall Glass, Lemon wedge, Any, 1 oz. Canadian Mist, 1/2 oz. Creme de Noyaux, 1/2 oz. Amaretto, 1/2 oz. Kirschwasser, 1/2 oz. Lemon juice, Lemon Wedge, Mix ingredients as listed,
719,Pink Cadillac, Frozen Drink, Goblet, Lime Wheel, Any, 2 oz. Cranberry Sauce, 1 oz. Tequila, 1 oz. Margarita Mix, 1/2 oz. Triple Sec, 3/4 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
720,Pink Champagne, Mixed Cocktail, Champagne Glass, None, Any, 1 oz. Korbel Spiced Brandy, 1/4 oz. Noilly Prat Sweet Vermouth, Korbel Champagne, Combine all ingredients in a Champagne flute,,,,
721,Pink Lemonade - 1, Mixed Cocktail, Collins, Lemon Squeeze, Mother`s Day, 1 1/4 oz. Vodka, 1/2 oz. Simple Syrup, 1 1/2 oz. Sweet & Sour Mix, 1 oz. Cranberry juice, Top with Soda, In Shaker, mix ingredients, pour over ice,
722,Pink Lemonade - 2, Shooter,  Chilled Rocks, None, Any, 1 1/2 oz. Vodka, juice of 1 Whole Lemon, 1 tsp. Bar Sugar, 2 Dashes Apple juice, Dash Cranberry juice, In Shaker, mix ingredients with ice and strain into glass,,
723,Pink Misty, Mixed Cocktail, Tall Glass, Cherry and orange wedge, Any, 1 1/2 oz. Canadian Mist, 4 oz. Pink Lemonade, Cherry, Orange Wedge, Mix ingredients as listed,,,,
724,Pink Squirrel - 1, Ice Cream Drink, Tall Specialty, None, Mother`s Day, 1 oz. Creme de Noya, 1 oz. White Creme de Cacao, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
725,Pink Squirrel - 2, Martini, Chilled Cocktail, None, Mother`s Day, 3/4 oz. Creme de Noya, 3/4 oz. White Creme de Cacao, 1 oz. Half & Half, In Shaker, mix ingredients with ice and strain into glass,,,,
726,Planter`s Punch, Mixed Cocktail, Tall Specialty, Orange Slice & Cherry, Any, 1 1/4 oz. Dark Rum, 1/2 oz. Lime juice, 1/2 oz. Simple Syrup, Dash Grenadine, 3 oz. Orange juice, In Shaker, mix ingredients, pour over ice,
727,Poinsettia, Mixed Cocktail, Collins, Lemon Squeeze, Winter, 1/2 oz. Triple Sec, 3 oz. Champagne, Fill with Cranberry juice, Pour ingredients as listed over ice,,,,,
728,Pop-sicle, Mixed Cocktail, Tall Glass, None, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Amaretto, dash Grenadine, 1 oz. Orange juice, 7-Up, Fill with 7-Up,,,
729,Portofino`s Peach, Mixed Cocktail, Stemmed Glass, Twisted lime wheel, Any, 1 1/2 oz. Southern Comfort, 1 Fresh Peach, 3/4 oz. Grenadine, 1/2 oz. Lemon juice, 1/2 oz. Lime juice, 1 scoop Crushed Ice, dash Campari, Blend ingredients, pour them into red wine glass and add a dash of campari on top
730,Praline Pearl, Ice Cream Drink, Tall Specialty, Chopped Pecans, Any, 1 1/4 oz. Praline or Pecan Liqueur, 1 oz. Cream of Coconut, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
731,Preakness, Mixed Cocktail, Short Glass, Lemon wedge, Any, 1 1/2 oz. Early Times, 1/4 oz. Noilly Prat Sweet Vermouth, 1/4 oz. Benedictine, dash Bitters, Lemon Wedge, Mix ingredients as listed,,,
732,Presbyterian - 1, Highball, Tall Highball, Lemon Twist, Any, 1 1/4 oz. Bourbon, Fill with Equal Parts Soda & Lemon-Lime Soda, Pour ingredients as listed over ice,,,,,,
733,Presbyterian - 2, Mixed Cocktail, Short Glass, None, Any, 1 1/4 oz. Early Times, 1/2 oz. Ginger Ale, 1/2 oz. Club Soda, Mix ingredients as listed,,,,,
734,Presto Depesto, Frozen Drink, Collins Glass, Lime slice, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Finlandia Vodka, 6 oz. can Concentrated Lime juice, Blend in blender filled with ice for about 10-15 seconds and pour into Collins glass,,,,,
735,Pretty `n Pink, Ice Cream Drink, Tall Specialty, Aerosol Whip Cream, Mother`s Day, 1/2 oz. Amaretto, 1/2 oz. Butterscotch Schnapps, 1/2 oz. White Creme de Cacao, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, 1/2 oz. Grenadine, 1 oz Soda, Combine ingredients in blender, blend until smooth
736,Pterodactyl, Mixed Cocktail, Tall Glass, Orange wedge, Any, 1/2 oz. Finlandia Vodka, 1/2 oz. Southern Comfort, 1/2 oz. Triple Sec, 1/2 oz. Rum, dash Grenadine, Orange juice, Orange Wedge, Fill with orange juice,
737,Punch Caribe, Mixed Cocktail, Champagne Glass, Lime slice, Any, 1 1/2 oz. Southern Comfort, 1 oz. Simple Syrup, juice of 1 Lime juice, Shake well, pour over ice and serve in a champagne glass rimmed with sugar,,,,,
738,Purple Jesus, Mixed Cocktail, Highball Glass, None, Any, 1/3 oz. Southern Comfort, 1/3 oz. Yukon Jack, 1/3 oz. Blackberry Brandy, Mix ingredients as listed,,,,,,
739,Purple Panther, Mixed Cocktail, Highball Glass, None, Any, 1 1/4 oz. Usher`s Scotch, Grapefruit juice, splash Grenadine, Fill with grapefruit juice,,,,,,
740,Pushkin, Highball, Tall Rocks, None, Any, 3/4 oz. Vodka, 3/4 oz. Gin, 3/4 oz. White Creme de Cacao, Pour ingredients as listed over ice,,,,,,
741,Pussycat - 1, Mixed Cocktail, Collins, Orange Slice & Cherry, Any, 1 1/4 oz. Bourbon, 1 1/2 oz. Sweet & Sour Mix, 1 1/2 oz. Orange juice, Dash Grenadine, In Shaker, mix ingredients, pour over ice,,,
742,Pussycat - 2, Mixed Cocktail, Highball Glass, Lime wedge, Any, 1 1/2 oz. Early Times, 1/2 oz. Amaretto, 4 oz. Orange juice, Lime Wedge, Mix ingredients as listed,,,,,
743,Pussycat - 3, Mixed Cocktail, Tall Glass, Cherry and a slice of lime, Any, 1 1/2 oz. Early Times, 1 envelope Early Times Inst. Pussycat Mix, 3 oz. Cold Water, Pour ET and water into blender or shaker; add 1 envelope of ET Pussycat mix and shake with ice,,,,,,
744,Quaalude, Mixed Cocktail, Highball Glass, None, Any, 1 oz. Southern Comfort, 1 oz. Jack Daniel`s, Orange juice, Pineapple juice, Fill with pineapple juice,,,,,
745,Quebec, Mixed Cocktail, Highball Glass, None, Any, 1 1/2 oz. Canadian Mist, 1/2 oz. Noilly Prat Dry Vermouth, 1/2 oz. Maraschino Liqueur, 1/2 oz. Amer Picon, Mix ingredients as listed,,,,,
746,Quickie, Mixed Cocktail, Short Glass, None, Any, 1 oz. Jack Daniel`s, 1 oz. Rum, 1/4 oz. Triple Sec, Mix ingredients as listed,,,,,,
747,Rainbow Sherbet, Ice Cream Drink, Tall Specialty, Orange Slice & Cherry, Any, 1/2 oz. Melon Liqueur, 1/2 oz. Banana Liqueur, 1/2 oz. Strawberry Liqueur, 2 oz. Orange juice, 2 Dashes Grenadine, 2 Scoops Orange Sherbet, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,
748,Rainmaker, Frozen Drink, Stemmed Glass, None, Any, 3/4 c Southern Comfort, 1 1/2 c Shaved Ice, 3/4 c Cranberry juice, 3 Tbsp Lime juice, Mix in a blender until smooth; pour into wine glasses,,,,,
749,Ramos Gin Fizz, Ice Cream Drink, Tall Specialty, None, Brunch, 3/4 oz. Gin, 2 oz. Half & Half, Dash Vanilla Extract, 2 Tbs. Bar Sugar, 1/2 oz. Lemon juice, 2 Drops Orange Flower Water, 1 Scoop Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth
750,Ramrod, Mixed Cocktail, Highball Glass, Lime slice and green cherry, Any, 1 1/2 oz. Early Times, 1/2 oz. Apricot Brandy, 1/2 oz. Grenadine, 1/2 oz. Lime juice, Shake ET, Apricot Korbel Brandy, grenadine, and lime juice with ice; pour into highball glass,,
751,Rap Jack And Coke, Mixed Cocktail, Collins, 1 Speared Cherry, Any, 3/4 oz. Jack Daniel`s, 3/4 oz. Vanilla Liqueur, fill with Coke, Pour ingredients as listed over ice,,,,,,
752,Raspberry Cappuccino, Cappuccino, Footed Glass Mug, Heavy Whipping Cream, Shaved Chocolate & Cookie, Any, 1 oz. Raspberry Liqueur, 3 oz. Milk, 1 Espresso Shot, Steam milk and liquor together in mug until foamy, Brew 1 Shot of Espresso, Pour Shot of Espresso into center of steamed milk/liquor mixture,,,
753,Raspberry Tart, Ice Cream Drink, Tall Specialty, Aerosol Whipping Cream, Any, 2 oz. Pureed Strawberries, 1 oz. Raspberry Liqueur, 1 oz. Strawberry Liqueur, 2 Scoops Vanilla Ice Cream, 1/2 Scoop Crushed Ice, Combine ingredients in blender, blend until smooth,,
754,Raspberry Watkins, Mixed Cocktail, Collins, Lime Squeeze, Any, 1 1/4 oz. Vodka, 1 oz. Raspberry Liqueur, 1/4 oz. Lime juice, Dash Grenadine, Fill with Soda, Pour ingredients as listed over ice,,,
755,Rattlesnake, Mixed Cocktail, Tall Glass, None, Any, 1 1/2 oz. Southern Comfort, 1/2 oz. Cherry Brandy, 2 oz. Sweet and Sour Mix, Mix ingredients as listed,,,,,
756,Razzbaretto, Ice Cream Drink, Tall Specialty, None, Any, 1 oz. Raspberry Liqueur, 1 oz. Amaretto, 1 oz. Half & Half, 2 Scoops Vanilla Ice Cream, Combine ingredients in blender, blend until smooth,,,
757,Rebel Russian, Mixed Cocktail, Stemmed Glass, Cherry, Any, 1 1/2 oz. Southern Comfort, 1 1/2 oz. Coffee Liqueur (Kahlua), 3 oz. Half `n` Half, splash Club Soda, Mix Southern Comfort, Kahlua and half `n` half in highball glass over ice,,,
758,Red Devil, Mixed Cocktail, Short Glass, None, Any, 1 oz. Southern Comfort, 1/2 oz. Grenadine, 1/4 oz. Lime juice, Mix ingredients as listed,,,,,
759,Red Lion Cocktail, Martini, Chilled Cocktail, Lemon Twist, Any, 1 oz. Gin, 1 oz. Orange Brandy Liqueur, 1/2 oz. Lemon juice, 1/2 oz. Orange juice, In Shaker, mix ingredients with ice and strain into glass,,,
760,Red Rita, Mixed Cocktail, Stemmed Glass, None, Any, 1 oz. Pepe Lopez Tequila, 1 oz. Red Curacao, 1/4 oz. Lime juice, 11/2 oz. Cranberry juice, Moisten rim of cocktail glass with lime slice and dip rim into salt,,,,
